,Food,Beer,Smoke,Games,Books,Hshld,Clths,Hlth,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal,Oil,Util,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin,Other
2024-06-01,7.53,0.2,5.62,6.25,-9.98,4.71,4.61,6.2,-1.08,1.07,-0.35,9.74,-4.16,1.29,7.74,-1.3,0.11,6.53,10.6,6.4,6.82,2.51,4.26,-0.24,4.13,-0.13,2.64,7.55,7.98,5.67
2024-07-01,12.55,-4.19,-6.19,4.68,-2.82,0.05,-4.3,-3.38,-4.59,-1.54,-0.67,1.89,8.91,3.99,-9.82,4.85,1.63,0.75,1.28,2.05,-1.14,0.55,9.28,-3.16,-5.42,0.46,-3.96,-7.96,-0.05,5.74
2024-08-01,0.6,1.98,-8.02,2.83,1.22,-1.57,1.33,1.4,-3.46,2.59,6.15,-0.85,-4.24,-0.16,6.11,-7.46,3.15,-1.86,2.21,-0.89,-1.16,4.5,-8.1,3.31,10.81,4.81,-5.5,-6.15,-1.91,1.21
2024-09-01,-0.65,-10.32,-6.13,-6.09,-0.94,6.14,-4.91,-6.52,-6.33,2.53,-3.08,-8.63,-3.89,-6.31,-0.66,16.23,0.07,-1.3,-6.58,-5.96,0.95,0.36,-5.77,5.07,-1.73,3.09,-0.8,-3.2,-5.56,-2.73
2024-10-01,8.94,-1.41,5.86,-0.35,5.37,3.21,-0.33,1.78,6.34,-4.9,-1.1,3.49,16.41,1.43,6.72,4.05,0.88,3.16,1.51,2.31,-2.57,2.54,10.44,3.26,9.14,6.4,3.66,0.26,1.89,-0.82
2024-11-01,-4.06,-0.12,4.17,-0.67,-4.36,-5.83,-2.95,1.93,-3.33,1.77,-4.14,1.72,-11.62,2.99,-10.4,3.67,-3.93,-1.59,-4.48,-1.15,-0.31,1.09,5.84,-0.36,8.21,-1.55,2.58,-0.31,-4.62,-2.09
2024-12-01,7.95,2.72,7.02,9.47,1.79,-7.47,9.8,2.32,0.97,-3.4,3.66,1.5,0.22,2.8,8.13,16.3,8.28,7.62,3.25,4.78,5.68,1.7,3.36,8.86,10.0,4.01,-0.58,3.17,-0.01,5.1
2025-01-01,8.41,2.12,8.6,9.92,3.72,-0.48,5.61,7.37,11.49,2.85,10.18,13.39,5.31,12.75,14.71,13.32,8.71,13.7,4.2,13.01,8.57,8.15,6.62,10.51,13.56,-1.81,6.51,-4.65,6.1,4.43
2025-02-01,2.04,23.59,10.79,-2.27,4.19,4.73,2.11,3.5,3.69,-5.6,-1.27,4.76,3.92,0.9,-2.19,1.57,7.12,2.04,13.39,0.96,3.66,1.5,8.05,-1.89,13.95,-8.38,11.85,3.78,4.9,7.49
2025-03-01,5.63,-5.0,2.63,8.39,-3.69,7.76,1.46,-1.98,-3.35,-1.0,-9.28,-2.73,-1.12,-4.5,4.82,-1.23,-2.8,-0.81,2.23,0.66,-2.09,0.58,-0.07,-6.63,-1.79,3.7,3.04,-1.09,2.08,-2.86
2025-04-01,-2.09,0.54,10.35,5.2,0.28,7.51,2.66,13.86,1.2,-3.38,3.27,2.43,-1.13,14.87,5.67,5.45,1.56,0.31,10.35,-1.81,-0.66,2.05,13.49,0.84,5.16,2.95,10.29,-4.74,5.92,3.21
2025-05-01,5.94,-5.72,0.13,-0.31,-4.28,-4.01,-1.69,0.68,-2.95,-1.69,-9.08,-2.55,6.5,2.59,-0.85,1.72,-3.77,6.82,12.23,0.86,9.34,-1.54,-7.93,-4.21,-1.45,14.71,-1.17,-4.57,-3.06,3.55
2025-06-01,12.31,0.13,-0.96,2.33,10.62,5.69,5.94,13.92,12.23,3.78,6.68,2.84,4.12,1.15,-3.98,-7.37,10.76,-2.19,18.52,3.25,11.36,3.33,-2.32,12.46,12.86,-1.21,4.94,1.22,5.55,6.53
2025-07-01,-9.25,-17.22,-10.64,-5.51,-2.51,-4.29,-9.63,-8.76,-1.59,-11.02,-5.42,-8.1,-4.87,-12.38,-10.24,-4.49,-9.79,-2.63,-5.86,0.85,-4.88,-9.66,-1.75,-7.46,6.43,3.58,-10.01,-3.5,-9.58,-7.48
2025-08-01,4.26,8.39,3.58,0.31,12.58,-0.92,-5.04,-6.96,5.04,-0.29,0.35,-3.85,-2.48,-3.63,2.73,-0.59,1.71,1.67,-2.67,-4.45,-5.25,7.77,9.46,7.61,-4.3,-0.14,-3.87,-7.11,-2.21,3.99
2025-09-01,-2.59,-11.42,-10.4,-6.22,-4.48,-3.26,-6.15,-4.48,-6.47,-8.66,-12.28,-16.84,-16.41,-10.82,-3.25,-13.93,-7.05,-1.3,-20.32,-7.64,-0.73,-3.93,-22.25,-3.09,-10.79,-2.01,-11.71,-8.41,-10.19,-8.27
2025-10-01,-8.99,-4.59,-11.27,-4.51,-0.19,-7.95,-2.06,-5.35,-4.69,1.13,-5.37,1.19,-6.62,-3.18,-5.39,-0.13,-4.06,1.91,-2.4,-6.1,-6.74,-3.83,-12.06,-11.04,-17.29,-14.49,3.65,-9.23,0.06,-4.59
2025-11-01,7.83,-6.14,9.13,17.93,10.41,5.26,4.04,1.77,3.85,12.76,16.81,10.37,5.9,16.05,1.58,5.5,10.08,1.79,5.64,5.11,11.96,10.52,11.12,5.16,2.37,6.22,6.07,7.62,9.36,7.07
2025-12-01,4.73,2.23,5.25,5.09,5.91,-2.89,10.51,5.31,7.16,8.11,3.21,0.41,-0.54,5.94,10.41,-0.06,8.45,-5.48,4.49,9.15,4.52,2.02,3.28,-12.82,-1.83,11.21,3.53,3.38,-1.73,0.99
2026-01-01,5.64,3.7,-7.56,-4.96,-0.12,-4.68,-8.02,-2.3,0.12,2.46,1.55,-12.68,-1.1,-3.83,-2.91,-2.49,-5.01,-12.66,4.56,-0.35,-6.57,0.04,-5.28,-4.19,-6.26,1.79,-5.75,-7.82,1.41,-2.54
2026-02-01,-6.41,2.11,-9.21,-8.73,0.43,-7.71,-4.53,-8.21,-2.2,-0.17,-5.01,-17.32,-5.51,-12.21,-6.49,-18.57,-12.72,1.69,-4.53,-5.84,-7.71,-6.48,-5.93,-6.94,4.82,-5.78,-5.63,-13.18,-7.22,-5.32
2026-03-01,-14.77,-10.53,-13.04,-8.45,-2.34,-1.87,-9.83,-4.82,-13.77,-8.99,-16.12,-10.97,-6.57,-15.69,-7.72,-11.53,-9.06,-3.17,-10.93,-10.46,-7.91,-10.78,-14.91,-9.13,-17.85,-7.07,-19.36,-15.14,-13.13,-15.34
2026-04-01,-0.42,0.14,-4.63,1.26,-3.45,7.74,-1.26,-6.57,-4.78,6.24,-3.48,-10.46,4.45,-3.37,2.9,5.53,-0.01,9.19,-11.52,-3.28,-1.57,5.15,10.24,6.47,-5.78,-5.32,-4.99,-5.3,3.43,-1.87
2026-05-01,12.48,13.44,7.98,15.96,-1.02,5.77,10.55,7.37,12.28,9.76,14.08,17.31,7.15,18.86,12.01,5.18,9.63,7.26,26.4,11.66,7.24,11.45,13.84,12.67,6.19,18.39,11.27,20.73,9.88,12.65
2026-06-01,12.44,3.56,13.45,3.21,2.84,8.71,-1.29,-5.1,0.08,7.24,-3.6,7.96,6.79,12.37,10.41,4.74,9.55,4.66,1.46,-0.19,1.27,2.52,5.81,-9.49,1.26,2.89,6.6,12.33,4.06,0.93
